declaration_id,member_id,authority,register_held_by,ward,role,committee,declaration_category,declaration_detail,withheld,registered_date,last_updated_date
D-002405,M-00781,Huntingdonshire District Council,Huntingdonshire District Council,Huntingdon North,Cabinet Member,Employment,Membership of a political party,Membership of a political party declared in the register,False,2024-10-29,2025-06-08
D-002406,M-00781,Huntingdonshire District Council,Huntingdonshire District Council,Huntingdon North,Cabinet Member,Planning,"Employment, office, trade or profession",Employment declared in the register,False,2025-06-09,2026-02-03
D-002407,M-00781,Huntingdonshire District Council,Huntingdonshire District Council,Huntingdon North,Cabinet Member,Health and Wellbeing,Contracts with the authority,Contracts with the authority declared in the register,False,2023-10-24,2024-03-20
D-002408,M-00782,South Cambridgeshire District Council,South Cambridgeshire District Council,Fenstanton,Councillor,Planning,Directorship,Directorship declared in the register,False,2024-06-16,2024-09-11
D-002409,M-00782,South Cambridgeshire District Council,South Cambridgeshire District Council,Fenstanton,Councillor,Health and Wellbeing,"Employment, office, trade or profession",Employment declared in the register,False,2025-04-10,2026-03-11
D-002410,M-00782,South Cambridgeshire District Council,South Cambridgeshire District Council,Fenstanton,Councillor,Planning,Contracts with the authority,Contracts with the authority declared in the register,False,2023-06-02,2023-09-26
D-002411,M-00783,Huntingdonshire District Council,Huntingdonshire District Council,St Ives West,Committee Member,Standards,Sensitive interest (withheld under s.32),,True,2024-10-06,2024-11-10
D-002412,M-00783,Huntingdonshire District Council,Huntingdonshire District Council,St Ives West,Committee Member,Employment,Securities,Securities declared in the register,False,2023-08-02,2024-02-14
D-002413,M-00783,Huntingdonshire District Council,Huntingdonshire District Council,St Ives West,Committee Member,Standards,Directorship,Directorship declared in the register,False,2023-10-27,2024-03-20
D-002414,M-00783,Huntingdonshire District Council,Huntingdonshire District Council,St Ives West,Committee Member,Finance,Contracts with the authority,Contracts with the authority declared in the register,False,2023-10-11,2024-09-26
D-002415,M-00784,Ramsey Town Council,Huntingdonshire District Council,Ramsey,Mayor,Standards,Trade union membership,Trade union membership declared in the register,False,2024-12-14,2025-12-25
D-002416,M-00784,Ramsey Town Council,Huntingdonshire District Council,Ramsey,Mayor,Health and Wellbeing,Land and property in the area,Land and property in the area declared in the register,False,2023-08-05,2024-06-14
D-002417,M-00785,Cambridgeshire County Council,Cambridgeshire County Council,Sawtry,Chair,(none),Land and property in the area,Land and property in the area declared in the register,False,2025-05-11,2026-01-01
D-002418,M-00785,Cambridgeshire County Council,Cambridgeshire County Council,Sawtry,Chair,Employment,Sponsorship,Sponsorship declared in the register,False,2025-01-11,2025-04-10
D-002419,M-00785,Cambridgeshire County Council,Cambridgeshire County Council,Sawtry,Chair,Environment,Trade union membership,Trade union membership declared in the register,False,2023-12-25,2024-05-09
D-002420,M-00785,Cambridgeshire County Council,Cambridgeshire County Council,Sawtry,Chair,Overview and Scrutiny,Securities,Securities declared in the register,False,2025-08-31,2026-09-09
D-002421,M-00785,Cambridgeshire County Council,Cambridgeshire County Council,Sawtry,Chair,Audit and Governance,Corporate tenancies,Corporate tenancies declared in the register,False,2024-06-16,2025-04-01
D-002422,M-00786,Huntingdon Town Council,Huntingdonshire District Council,Huntingdon East,Chair,Planning,Land and property in the area,Land and property in the area declared in the register,False,2024-05-14,2025-01-21
D-002423,M-00786,Huntingdon Town Council,Huntingdonshire District Council,Huntingdon East,Chair,Standards,Membership of a political party,Membership of a political party declared in the register,False,2025-01-07,2025-12-30
D-002424,M-00786,Huntingdon Town Council,Huntingdonshire District Council,Huntingdon East,Chair,Finance,"Employment, office, trade or profession",Employment declared in the register,False,2025-03-28,2025-11-27
D-002425,M-00787,St Ives Town Council,Huntingdonshire District Council,St Neots East,Cabinet Member,Corporate Governance,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2024-08-11,2025-05-06
D-002426,M-00787,St Ives Town Council,Huntingdonshire District Council,St Neots East,Cabinet Member,Corporate Governance,Membership of a political party,Membership of a political party declared in the register,False,2023-10-03,2023-11-17
D-002427,M-00787,St Ives Town Council,Huntingdonshire District Council,St Neots East,Cabinet Member,Audit and Governance,Corporate tenancies,Corporate tenancies declared in the register,False,2025-03-27,2025-08-16
D-002428,M-00788,Ramsey Town Council,Huntingdonshire District Council,St Neots East,Councillor,Licensing,Membership of a political party,Membership of a political party declared in the register,False,2024-02-13,2024-03-28
D-002429,M-00788,Ramsey Town Council,Huntingdonshire District Council,St Neots East,Councillor,Licensing,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2023-08-16,2024-01-31
D-002430,M-00789,Cambridgeshire County Council,Cambridgeshire County Council,St Ives West,Councillor,Employment,"Employment, office, trade or profession",Employment declared in the register,False,2024-12-17,2025-12-12
D-002431,M-00789,Cambridgeshire County Council,Cambridgeshire County Council,St Ives West,Councillor,Audit and Governance,Securities,Securities declared in the register,False,2023-05-23,2023-06-20
D-002432,M-00789,Cambridgeshire County Council,Cambridgeshire County Council,St Ives West,Councillor,Finance,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2025-02-06,2025-05-11
D-002433,M-00790,St Ives Town Council,Huntingdonshire District Council,Hemingfords,Councillor,Health and Wellbeing,Membership of a political party,Membership of a political party declared in the register,False,2024-03-14,2024-09-28
D-002434,M-00791,Cambridgeshire County Council,Cambridgeshire County Council,Hemingfords,Councillor,(none),Licences to occupy land,Licences to occupy land declared in the register,False,2024-05-02,2024-11-23
D-002435,M-00791,Cambridgeshire County Council,Cambridgeshire County Council,Hemingfords,Councillor,Corporate Governance,Sponsorship,Sponsorship declared in the register,False,2025-01-11,2025-05-27
D-002436,M-00791,Cambridgeshire County Council,Cambridgeshire County Council,Hemingfords,Councillor,Standards,"Employment, office, trade or profession",Employment declared in the register,False,2024-03-18,2025-02-18
D-002437,M-00791,Cambridgeshire County Council,Cambridgeshire County Council,Hemingfords,Councillor,Standards,Directorship,Directorship declared in the register,False,2024-12-02,2025-08-28
D-002438,M-00792,Ramsey Town Council,Huntingdonshire District Council,Somersham,Councillor,Planning,Licences to occupy land,Licences to occupy land declared in the register,False,2024-01-15,2024-09-24
D-002439,M-00792,Ramsey Town Council,Huntingdonshire District Council,Somersham,Councillor,Licensing,Securities,Securities declared in the register,False,2024-09-30,2025-10-19
D-002440,M-00792,Ramsey Town Council,Huntingdonshire District Council,Somersham,Councillor,Finance,Securities,Securities declared in the register,False,2024-05-18,2024-07-27
D-002441,M-00792,Ramsey Town Council,Huntingdonshire District Council,Somersham,Councillor,Health and Wellbeing,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2023-10-13,2023-12-01
D-002442,M-00793,Ramsey Town Council,Huntingdonshire District Council,Sawtry,Vice-Chair,Audit and Governance,Contracts with the authority,Contracts with the authority declared in the register,False,2023-10-08,2024-07-12
D-002443,M-00793,Ramsey Town Council,Huntingdonshire District Council,Sawtry,Vice-Chair,Overview and Scrutiny,Membership of a political party,Membership of a political party declared in the register,False,2023-09-12,2023-09-20
D-002444,M-00793,Ramsey Town Council,Huntingdonshire District Council,Sawtry,Vice-Chair,Standards,Membership of a political party,Membership of a political party declared in the register,False,2025-01-14,2025-04-17
D-002445,M-00793,Ramsey Town Council,Huntingdonshire District Council,Sawtry,Vice-Chair,Licensing,Licences to occupy land,Licences to occupy land declared in the register,False,2024-02-01,2024-04-12
D-002446,M-00793,Ramsey Town Council,Huntingdonshire District Council,Sawtry,Vice-Chair,Standards,"Employment, office, trade or profession",Employment declared in the register,False,2024-04-24,2025-04-29
D-002447,M-00794,Ramsey Town Council,Huntingdonshire District Council,St Neots East,Vice-Chair,Employment,Securities,Securities declared in the register,False,2025-07-10,2026-01-10
D-002448,M-00794,Ramsey Town Council,Huntingdonshire District Council,St Neots East,Vice-Chair,Finance,Land and property in the area,Land and property in the area declared in the register,False,2024-11-29,2025-04-17
D-002449,M-00794,Ramsey Town Council,Huntingdonshire District Council,St Neots East,Vice-Chair,Overview and Scrutiny,Land and property in the area,Land and property in the area declared in the register,False,2025-08-31,2026-01-06
D-002450,M-00794,Ramsey Town Council,Huntingdonshire District Council,St Neots East,Vice-Chair,Corporate Governance,"Employment, office, trade or profession",Employment declared in the register,False,2024-10-11,2025-11-14
D-002451,M-00795,Huntingdonshire District Council,Huntingdonshire District Council,Huntingdon West,Councillor,Employment,Contracts with the authority,Contracts with the authority declared in the register,False,2025-10-07,2026-02-09
D-002452,M-00795,Huntingdonshire District Council,Huntingdonshire District Council,Huntingdon West,Councillor,Audit and Governance,Licences to occupy land,Licences to occupy land declared in the register,False,2025-08-03,2025-09-06
